FirstName,LastName,Email,Phone,Address,City,State,ZipCode,Country,OrderDate,Time,ShippingAddress,OrderStatus,ProductName,ProductPrice,Category,Quantity,TransactionID
Andrew,Curry,barrettcaroline@example.org,+61 2 9839 1338,24 Kim Footway,Millermouth,New South Wales,2920,Australia,26/12/2023,20:43:26,683/2 Matthew Meander,Pending,Harry Potter Book,20,Books,1,05bf5ebc-eb6f-4612-9a02-5d7123559db2
Andrew,Curry,barrettcaroline@example.org,+61 2 9839 1338,24 Kim Footway,Millermouth,New South Wales,2920,Australia,26/12/2023,21:03:36,Flat 47 5 Michael View,Pending,Adidas Running Shoes,70,Footwear,3,05bf5ebc-eb6f-4612-9a02-5d7123559db2
Andrew,Curry,barrettcaroline@example.org,+61 2 9839 1338,24 Kim Footway,Millermouth,New South Wales,2920,Australia,26/12/2023,2:01:50,781 James Mall,Pending,Samsung Refrigerator,1800,Home Appliances,1,05bf5ebc-eb6f-4612-9a02-5d7123559db2
Andrew,Curry,barrettcaroline@example.org,+61 2 9839 1338,24 Kim Footway,Millermouth,New South Wales,2920,Australia,26/12/2023,7:10:12,99/95 Hurst Vista,Pending,Levi's 501 Jeans,100,Clothing,1,05bf5ebc-eb6f-4612-9a02-5d7123559db2
Ray,Rodriguez,novakcaleb@example.org,(03)-2489-1266,Level 1 5 Kevin Vista,North Kathy,Western Australia,2136,Australia,26/12/2023,14:19:57,Unit 19 3 Lynch Walkway,Pending,Dell XPS 13,1500,Electronics,3,33fbb007-9557-43bb-bb2c-51499719e21c
Ray,Rodriguez,novakcaleb@example.org,(03)-2489-1266,Level 1 5 Kevin Vista,North Kathy,Western Australia,2136,Australia,26/12/2023,13:01:16,896/06 Cody Brae,Pending,Harry Potter Book,20,Books,2,33fbb007-9557-43bb-bb2c-51499719e21c
Ray,Rodriguez,novakcaleb@example.org,(03)-2489-1266,Level 1 5 Kevin Vista,North Kathy,Western Australia,2136,Australia,26/12/2023,6:06:34,786 Joshua Basin,Pending,Nike T-Shirt,25,Clothing,2,33fbb007-9557-43bb-bb2c-51499719e21c
Ray,Rodriguez,novakcaleb@example.org,(03)-2489-1266,Level 1 5 Kevin Vista,North Kathy,Western Australia,2136,Australia,26/12/2023,21:26:30,7 Mckenzie Promenade,Pending,iPhone 13,1200,Electronics,1,33fbb007-9557-43bb-bb2c-51499719e21c
Ray,Rodriguez,novakcaleb@example.org,(03)-2489-1266,Level 1 5 Kevin Vista,North Kathy,Western Australia,2136,Australia,26/12/2023,20:11:12,Level 9 5 Reyes Little,Pending,LG Washing Machine,800,Home Appliances,2,33fbb007-9557-43bb-bb2c-51499719e21c
Teresa,Kennedy,blevinskristen@example.org,03 1439 1004,Flat 35 90 Donna Viaduct,Nicoleburgh,Australian Capital Territory,2993,Australia,26/12/2023,19:33:19,928 Anthony Crossway,Pending,iPhone 13,1200,Electronics,3,e1dbbe78-a8c2-4444-8fce-ec6b768eb3b4
Teresa,Kennedy,blevinskristen@example.org,03 1439 1004,Flat 35 90 Donna Viaduct,Nicoleburgh,Australian Capital Territory,2993,Australia,26/12/2023,21:05:29,292 Alex Crest,Pending,Harry Potter Book,20,Books,3,e1dbbe78-a8c2-4444-8fce-ec6b768eb3b4
Teresa,Kennedy,blevinskristen@example.org,03 1439 1004,Flat 35 90 Donna Viaduct,Nicoleburgh,Australian Capital Territory,2993,Australia,26/12/2023,10:12:22,22 Stephanie Circuit,Pending,LG Washing Machine,800,Home Appliances,3,e1dbbe78-a8c2-4444-8fce-ec6b768eb3b4
Teresa,Kennedy,blevinskristen@example.org,03 1439 1004,Flat 35 90 Donna Viaduct,Nicoleburgh,Australian Capital Territory,2993,Australia,26/12/2023,15:38:26,67 Barker Rise,Pending,Levi's 501 Jeans,100,Clothing,1,e1dbbe78-a8c2-4444-8fce-ec6b768eb3b4
Andrew,Lewis,marksaaron@example.org,5820.366,69 Clark Driveway,Port Robert,Queensland,2677,Australia,26/12/2023,5:42:21,Level 8 9 Travis Cul-de-sac,Pending,Harry Potter Book,20,Books,2,73825db9-4ac0-4838-87b5-50216f222274
Andrew,Lewis,marksaaron@example.org,5820.366,69 Clark Driveway,Port Robert,Queensland,2677,Australia,26/12/2023,0:38:32,Suite 775 9 Thomas Trunkway,Pending,Dell XPS 13,1500,Electronics,1,73825db9-4ac0-4838-87b5-50216f222274
Andrew,Lewis,marksaaron@example.org,5820.366,69 Clark Driveway,Port Robert,Queensland,2677,Australia,26/12/2023,20:51:24,688 Johnson Road,Pending,Levi's 501 Jeans,100,Clothing,2,73825db9-4ac0-4838-87b5-50216f222274
Andrew,Lewis,marksaaron@example.org,5820.366,69 Clark Driveway,Port Robert,Queensland,2677,Australia,26/12/2023,18:54:56,6/023 Dennis Roads,Pending,LG Washing Machine,800,Home Appliances,3,73825db9-4ac0-4838-87b5-50216f222274
Andrew,Lewis,marksaaron@example.org,5820.366,69 Clark Driveway,Port Robert,Queensland,2677,Australia,26/12/2023,19:42:10,6/2 Meyer Common,Pending,Adidas Running Shoes,70,Footwear,1,73825db9-4ac0-4838-87b5-50216f222274
Sara,Harris,julie27@example.net,61369760437,6 Jason Strand,St. Cameron,Tasmania,2339,Australia,26/12/2023,7:43:10,Level 7 20 Gardner Motorway,Pending,LG Washing Machine,800,Home Appliances,1,f652ec0d-b279-479b-b4a7-9767b3ca8ed7
Sara,Harris,julie27@example.net,61369760437,6 Jason Strand,St. Cameron,Tasmania,2339,Australia,26/12/2023,23:33:17,Apt. 757 8 Robert Upper,Pending,Nike T-Shirt,25,Clothing,3,f652ec0d-b279-479b-b4a7-9767b3ca8ed7
Sara,Harris,julie27@example.net,61369760437,6 Jason Strand,St. Cameron,Tasmania,2339,Australia,26/12/2023,0:17:42,Suite 950 5 Amy Port,Pending,Levi's 501 Jeans,100,Clothing,1,f652ec0d-b279-479b-b4a7-9767b3ca8ed7
Sara,Harris,julie27@example.net,61369760437,6 Jason Strand,St. Cameron,Tasmania,2339,Australia,26/12/2023,15:45:17,Level 8 634 Richardson Centre,Pending,Dell XPS 13,1500,Electronics,1,f652ec0d-b279-479b-b4a7-9767b3ca8ed7
Justin,Johnson,johnmiller@example.net,61791776108,240 Regina Bend,St. Abigail,Tasmania,2923,Australia,26/12/2023,21:17:32,787 Roberta Turn,Pending,Adidas Running Shoes,70,Footwear,2,751af167-27c9-4266-9e8b-f7f267fad27f
Justin,Johnson,johnmiller@example.net,61791776108,240 Regina Bend,St. Abigail,Tasmania,2923,Australia,26/12/2023,5:31:12,22 David Fairway,Pending,Samsung Refrigerator,1800,Home Appliances,2,751af167-27c9-4266-9e8b-f7f267fad27f
Justin,Johnson,johnmiller@example.net,61791776108,240 Regina Bend,St. Abigail,Tasmania,2923,Australia,26/12/2023,9:57:38,410 Garcia Viaduct,Pending,Dell XPS 13,1500,Electronics,1,751af167-27c9-4266-9e8b-f7f267fad27f
Justin,Johnson,johnmiller@example.net,61791776108,240 Regina Bend,St. Abigail,Tasmania,2923,Australia,26/12/2023,3:36:56,015 Smith Frontage,Pending,Nike T-Shirt,25,Clothing,1,751af167-27c9-4266-9e8b-f7f267fad27f
Justin,Johnson,johnmiller@example.net,61791776108,240 Regina Bend,St. Abigail,Tasmania,2923,Australia,26/12/2023,2:28:10,7/5 Larry Wynd,Pending,Levi's 501 Jeans,100,Clothing,2,751af167-27c9-4266-9e8b-f7f267fad27f
Stephanie,Gibson,thomastaylor@example.org,599.1509,201 Brown Extension,Jasonberg,Queensland,854,Australia,26/12/2023,7:02:51,262 Ashley Circle,Pending,Dell XPS 13,1500,Electronics,2,8085ec62-9633-4fec-8787-bb68da97b42a
Stephanie,Gibson,thomastaylor@example.org,599.1509,201 Brown Extension,Jasonberg,Queensland,854,Australia,26/12/2023,5:41:48,725 Matthew Break,Pending,LG Washing Machine,800,Home Appliances,3,8085ec62-9633-4fec-8787-bb68da97b42a
Renee,Mcguire,zparker@example.net,03.5058.7537,8 Paul Dip,New Nicole,Western Australia,2294,Australia,26/12/2023,8:24:36,373 Foley Rise,Pending,Nike T-Shirt,25,Clothing,1,ae711970-fe00-4c06-9ae1-cd252c6afa6e
Timothy,Gentry,jerry53@example.org,(03).9841.5319,37 Rhonda Quays,North Mark,Northern Territory,2649,Australia,26/12/2023,6:35:11,7 Smith Loop,Pending,Samsung Refrigerator,1800,Home Appliances,2,b1e89e70-2d3e-4e1f-abd0-f1f242d66fc7
Timothy,Gentry,jerry53@example.org,(03).9841.5319,37 Rhonda Quays,North Mark,Northern Territory,2649,Australia,26/12/2023,1:18:43,Flat 97 69 Ellis Rue,Pending,Harry Potter Book,20,Books,3,b1e89e70-2d3e-4e1f-abd0-f1f242d66fc7
Timothy,Gentry,jerry53@example.org,(03).9841.5319,37 Rhonda Quays,North Mark,Northern Territory,2649,Australia,26/12/2023,1:46:31,Apt. 045 761 Aguilar Reserve,Pending,Dell XPS 13,1500,Electronics,1,b1e89e70-2d3e-4e1f-abd0-f1f242d66fc7
Timothy,Gentry,jerry53@example.org,(03).9841.5319,37 Rhonda Quays,North Mark,Northern Territory,2649,Australia,26/12/2023,0:50:39,1 Mark View,Pending,LG Washing Machine,800,Home Appliances,3,b1e89e70-2d3e-4e1f-abd0-f1f242d66fc7
Timothy,Gentry,jerry53@example.org,(03).9841.5319,37 Rhonda Quays,North Mark,Northern Territory,2649,Australia,26/12/2023,4:58:07,6 Frank Roads,Pending,Adidas Running Shoes,70,Footwear,1,b1e89e70-2d3e-4e1f-abd0-f1f242d66fc7
Kevin,Russell,fergusonpaul@example.com,-10411,839/630 Raymond Villas,South Amy,Tasmania,2619,Australia,26/12/2023,6:56:41,2 Green Access,Pending,Levi's 501 Jeans,100,Clothing,3,e928b670-16e2-4c33-be1f-74653e3b2d98
Morgan,Castaneda,lisa01@example.net,+61 8 2159 4616,Apt. 794 87 Montgomery Centreway,Hoffmanfort,South Australia,3045,Australia,26/12/2023,15:39:21,0 Emily Block,Pending,LG Washing Machine,800,Home Appliances,2,9cabf99d-434e-4bbd-b6fc-ab084df0a1d4
Morgan,Castaneda,lisa01@example.net,+61 8 2159 4616,Apt. 794 87 Montgomery Centreway,Hoffmanfort,South Australia,3045,Australia,26/12/2023,18:05:30,Level 4 15 Lester Upper,Pending,Adidas Running Shoes,70,Footwear,1,9cabf99d-434e-4bbd-b6fc-ab084df0a1d4
Morgan,Castaneda,lisa01@example.net,+61 8 2159 4616,Apt. 794 87 Montgomery Centreway,Hoffmanfort,South Australia,3045,Australia,26/12/2023,2:32:14,Flat 37 75 Brown Steps,Pending,iPhone 13,1200,Electronics,1,9cabf99d-434e-4bbd-b6fc-ab084df0a1d4
Morgan,Castaneda,lisa01@example.net,+61 8 2159 4616,Apt. 794 87 Montgomery Centreway,Hoffmanfort,South Australia,3045,Australia,26/12/2023,2:49:02,9 Matthew Wynd,Pending,Levi's 501 Jeans,100,Clothing,3,9cabf99d-434e-4bbd-b6fc-ab084df0a1d4
Morgan,Castaneda,lisa01@example.net,+61 8 2159 4616,Apt. 794 87 Montgomery Centreway,Hoffmanfort,South Australia,3045,Australia,26/12/2023,5:50:18,Unit 23 2 Cathy Circuit,Pending,Harry Potter Book,20,Books,2,9cabf99d-434e-4bbd-b6fc-ab084df0a1d4
Roger,Hamilton,rubioalexander@example.com,(02) 0843 0873,4/249 Sheri Firetrail,New Andrewhaven,Northern Territory,2995,Australia,26/12/2023,22:20:49,7 Johnson Lane,Pending,Adidas Running Shoes,70,Footwear,2,c527e7b2-5573-4393-ab69-4fdb5ef9ff3e
Roger,Hamilton,rubioalexander@example.com,(02) 0843 0873,4/249 Sheri Firetrail,New Andrewhaven,Northern Territory,2995,Australia,26/12/2023,13:08:36,Flat 20 887 Hernandez Drive,Pending,Levi's 501 Jeans,100,Clothing,3,c527e7b2-5573-4393-ab69-4fdb5ef9ff3e
Roger,Hamilton,rubioalexander@example.com,(02) 0843 0873,4/249 Sheri Firetrail,New Andrewhaven,Northern Territory,2995,Australia,26/12/2023,12:38:54,95 Hopkins Junction,Pending,Samsung Refrigerator,1800,Home Appliances,1,c527e7b2-5573-4393-ab69-4fdb5ef9ff3e
Roger,Hamilton,rubioalexander@example.com,(02) 0843 0873,4/249 Sheri Firetrail,New Andrewhaven,Northern Territory,2995,Australia,26/12/2023,13:51:01,2 Robbins Basin,Pending,Nike T-Shirt,25,Clothing,1,c527e7b2-5573-4393-ab69-4fdb5ef9ff3e
Roger,Hamilton,rubioalexander@example.com,(02) 0843 0873,4/249 Sheri Firetrail,New Andrewhaven,Northern Territory,2995,Australia,26/12/2023,11:28:10,28/4 John Rosebowl,Pending,Dell XPS 13,1500,Electronics,3,c527e7b2-5573-4393-ab69-4fdb5ef9ff3e
Jose,Townsend,eric09@example.com,0354-3516,Flat 56 598 Long State Highway,North Michaelstad,South Australia,2472,Australia,26/12/2023,6:56:24,Flat 55 393 Leonard Mall,Pending,Dell XPS 13,1500,Electronics,3,c2aa1edf-c00c-460f-a793-6a82980fa5d7
Jose,Townsend,eric09@example.com,0354-3516,Flat 56 598 Long State Highway,North Michaelstad,South Australia,2472,Australia,26/12/2023,4:37:27,Unit 10 930 Sanders Reserve,Pending,Samsung Refrigerator,1800,Home Appliances,2,c2aa1edf-c00c-460f-a793-6a82980fa5d7
Jose,Townsend,eric09@example.com,0354-3516,Flat 56 598 Long State Highway,North Michaelstad,South Australia,2472,Australia,26/12/2023,3:29:54,82/022 Davis Ground,Pending,LG Washing Machine,800,Home Appliances,1,c2aa1edf-c00c-460f-a793-6a82980fa5d7
Anthony,Green,robert08@example.com,(08)61413831,448 Bryan Ramble,St. Joshua,New South Wales,2934,Australia,26/12/2023,5:39:48,9 Kurt Alleyway,Pending,Samsung Refrigerator,1800,Home Appliances,2,db2284f2-24db-438d-8678-774c3031128e
Anthony,Green,robert08@example.com,(08)61413831,448 Bryan Ramble,St. Joshua,New South Wales,2934,Australia,26/12/2023,19:03:15,Apt. 275 14 Mark Green,Pending,Levi's 501 Jeans,100,Clothing,3,db2284f2-24db-438d-8678-774c3031128e
Anthony,Green,robert08@example.com,(08)61413831,448 Bryan Ramble,St. Joshua,New South Wales,2934,Australia,26/12/2023,2:05:36,Level 8 642 Christopher Lower,Pending,Adidas Running Shoes,70,Footwear,2,db2284f2-24db-438d-8678-774c3031128e
Anthony,Green,robert08@example.com,(08)61413831,448 Bryan Ramble,St. Joshua,New South Wales,2934,Australia,26/12/2023,10:45:02,26 Gray Driveway,Pending,iPhone 13,1200,Electronics,3,db2284f2-24db-438d-8678-774c3031128e
Kimberly,Parker,gibsonrachel@example.org,366522461,004 Janice Front,West Rachelmouth,Tasmania,2273,Australia,26/12/2023,9:43:33,081/0 Oliver Nook,Pending,Nike T-Shirt,25,Clothing,2,72f37c8c-d3ff-41ea-aa2c-bf6682b421b3
Kimberly,Parker,gibsonrachel@example.org,366522461,004 Janice Front,West Rachelmouth,Tasmania,2273,Australia,26/12/2023,10:55:13,425 Washington Roads,Pending,Levi's 501 Jeans,100,Clothing,2,72f37c8c-d3ff-41ea-aa2c-bf6682b421b3
Kimberly,Parker,gibsonrachel@example.org,366522461,004 Janice Front,West Rachelmouth,Tasmania,2273,Australia,26/12/2023,22:04:41,014 Porter Circle,Pending,Harry Potter Book,20,Books,1,72f37c8c-d3ff-41ea-aa2c-bf6682b421b3
Kimberly,Parker,gibsonrachel@example.org,366522461,004 Janice Front,West Rachelmouth,Tasmania,2273,Australia,26/12/2023,20:42:37,Suite 685 49 Mckee Range,Pending,iPhone 13,1200,Electronics,1,72f37c8c-d3ff-41ea-aa2c-bf6682b421b3
John,Meadows,richardjenkins@example.org,9066.32,163 Ayala Concourse,West Linda,Queensland,4742,Australia,26/12/2023,8:39:02,97 Odonnell Part,Pending,Levi's 501 Jeans,100,Clothing,2,2f9e52c6-1a6b-4a69-92fd-d8a9581d2aa0
John,Meadows,richardjenkins@example.org,9066.32,163 Ayala Concourse,West Linda,Queensland,4742,Australia,26/12/2023,8:13:38,38 Wallace Square,Pending,LG Washing Machine,800,Home Appliances,1,2f9e52c6-1a6b-4a69-92fd-d8a9581d2aa0
John,Meadows,richardjenkins@example.org,9066.32,163 Ayala Concourse,West Linda,Queensland,4742,Australia,26/12/2023,1:49:48,Flat 89 30 Williams Intersection,Pending,Harry Potter Book,20,Books,1,2f9e52c6-1a6b-4a69-92fd-d8a9581d2aa0
John,Meadows,richardjenkins@example.org,9066.32,163 Ayala Concourse,West Linda,Queensland,4742,Australia,26/12/2023,10:24:35,165 Herring View,Pending,iPhone 13,1200,Electronics,2,2f9e52c6-1a6b-4a69-92fd-d8a9581d2aa0
Jeffrey,Martinez,sarroyo@example.org,+61 452 090 939,96 Cathy Quadrant,New Kimberly,Western Australia,4933,Australia,26/12/2023,9:58:45,4/43 Buckley Spur,Pending,Nike T-Shirt,25,Clothing,2,bc141e66-5ef6-4e31-a886-98def6f5d729
Jeffrey,Martinez,sarroyo@example.org,+61 452 090 939,96 Cathy Quadrant,New Kimberly,Western Australia,4933,Australia,26/12/2023,6:33:31,4 Mccormick Strand,Pending,iPhone 13,1200,Electronics,1,bc141e66-5ef6-4e31-a886-98def6f5d729
Jeffrey,Martinez,sarroyo@example.org,+61 452 090 939,96 Cathy Quadrant,New Kimberly,Western Australia,4933,Australia,26/12/2023,19:07:21,824 Scott Grove,Pending,Dell XPS 13,1500,Electronics,3,bc141e66-5ef6-4e31-a886-98def6f5d729
Jeffrey,Martinez,sarroyo@example.org,+61 452 090 939,96 Cathy Quadrant,New Kimberly,Western Australia,4933,Australia,26/12/2023,15:31:09,Unit 99 146 Lauren Siding,Pending,Adidas Running Shoes,70,Footwear,1,bc141e66-5ef6-4e31-a886-98def6f5d729
Maria,Armstrong,kevin94@example.org,(03) 9692 6806,3 Brandon Trailer,New Carolyn,Australian Capital Territory,2979,Australia,26/12/2023,15:55:50,63 Alexander Colonnade,Pending,Adidas Running Shoes,70,Footwear,2,753e7480-d822-4360-8f75-327ffc0230cb
Gabriella,Johnson,brandonjohnson@example.com,2807.9344,9 Michael Brae,Harveyport,New South Wales,4138,Australia,26/12/2023,4:56:41,2 Bryan Brae,Pending,Dell XPS 13,1500,Electronics,3,ecbecb34-df20-4e58-890d-98cfaf6effc4
Timothy,Robles,twhitney@example.net,4138-2654,726/262 Monroe Basin,Barryton,Queensland,2696,Australia,26/12/2023,7:32:45,679/7 Melissa Mews,Pending,Adidas Running Shoes,70,Footwear,2,e462e300-ed01-4419-b0b9-15f399b5d4b1
Timothy,Robles,twhitney@example.net,4138-2654,726/262 Monroe Basin,Barryton,Queensland,2696,Australia,26/12/2023,14:45:38,Unit 02 735 Moore Flat,Pending,LG Washing Machine,800,Home Appliances,2,e462e300-ed01-4419-b0b9-15f399b5d4b1
Timothy,Robles,twhitney@example.net,4138-2654,726/262 Monroe Basin,Barryton,Queensland,2696,Australia,26/12/2023,17:43:50,8 Jeremy Basin,Pending,Levi's 501 Jeans,100,Clothing,1,e462e300-ed01-4419-b0b9-15f399b5d4b1
Timothy,Robles,twhitney@example.net,4138-2654,726/262 Monroe Basin,Barryton,Queensland,2696,Australia,26/12/2023,1:23:34,17 Alyssa Centreway,Pending,Harry Potter Book,20,Books,1,e462e300-ed01-4419-b0b9-15f399b5d4b1
Erin,Romero,jamesspears@example.org,03-0503-9988,4 Terri Viaduct,West Robertfort,Western Australia,2664,Australia,26/12/2023,12:13:56,6 Spencer Walkway,Pending,Dell XPS 13,1500,Electronics,1,3afc7468-1a47-4bd5-afb1-36fa7c2a19b5
Erin,Romero,jamesspears@example.org,03-0503-9988,4 Terri Viaduct,West Robertfort,Western Australia,2664,Australia,26/12/2023,7:13:39,3 Barrett Byway,Pending,Levi's 501 Jeans,100,Clothing,3,3afc7468-1a47-4bd5-afb1-36fa7c2a19b5
Erin,Romero,jamesspears@example.org,03-0503-9988,4 Terri Viaduct,West Robertfort,Western Australia,2664,Australia,26/12/2023,13:24:16,Level 6 3 Murphy Strand,Pending,iPhone 13,1200,Electronics,1,3afc7468-1a47-4bd5-afb1-36fa7c2a19b5
Erin,Romero,jamesspears@example.org,03-0503-9988,4 Terri Viaduct,West Robertfort,Western Australia,2664,Australia,26/12/2023,22:57:07,Suite 055 8 Ronald Siding,Pending,Adidas Running Shoes,70,Footwear,1,3afc7468-1a47-4bd5-afb1-36fa7c2a19b5
Erin,Romero,jamesspears@example.org,03-0503-9988,4 Terri Viaduct,West Robertfort,Western Australia,2664,Australia,26/12/2023,20:39:37,8 Romero Square,Pending,Harry Potter Book,20,Books,2,3afc7468-1a47-4bd5-afb1-36fa7c2a19b5
Sandra,Tucker,gutierrezstephanie@example.org,(08)-6792-4451,25 Danielle Esplanade,South Kennethfort,Tasmania,2613,Australia,26/12/2023,2:38:57,0/501 Brian Viaduct,Pending,Nike T-Shirt,25,Clothing,3,c04814b5-af39-459a-b43f-6ba4dd00ebd0
Sandra,Tucker,gutierrezstephanie@example.org,(08)-6792-4451,25 Danielle Esplanade,South Kennethfort,Tasmania,2613,Australia,26/12/2023,6:53:47,19 Lori Park,Pending,Samsung Refrigerator,1800,Home Appliances,3,c04814b5-af39-459a-b43f-6ba4dd00ebd0
Sandra,Tucker,gutierrezstephanie@example.org,(08)-6792-4451,25 Danielle Esplanade,South Kennethfort,Tasmania,2613,Australia,26/12/2023,16:04:17,Flat 30 6 Spencer Spur,Pending,Harry Potter Book,20,Books,2,c04814b5-af39-459a-b43f-6ba4dd00ebd0
Sandra,Tucker,gutierrezstephanie@example.org,(08)-6792-4451,25 Danielle Esplanade,South Kennethfort,Tasmania,2613,Australia,26/12/2023,14:41:38,Suite 186 78 Wilson Cruiseway,Pending,Dell XPS 13,1500,Electronics,1,c04814b5-af39-459a-b43f-6ba4dd00ebd0
Sandra,Tucker,gutierrezstephanie@example.org,(08)-6792-4451,25 Danielle Esplanade,South Kennethfort,Tasmania,2613,Australia,26/12/2023,5:32:58,69 Reynolds Estate,Pending,LG Washing Machine,800,Home Appliances,1,c04814b5-af39-459a-b43f-6ba4dd00ebd0
Steven,Adams,amartin@example.com,+61 480 580 910,124 Nathan Glade,South Thomas,Northern Territory,2623,Australia,26/12/2023,18:53:02,261 Williams Wade,Pending,Samsung Refrigerator,1800,Home Appliances,2,3e32cad6-39a7-4e20-ba37-12a7b9ff7ded
Eric,Chambers,cjohnson@example.com,4082 5354,062 Bullock Pathway,North Michelle,South Australia,2184,Australia,26/12/2023,10:53:31,066/234 Eugene Lane,Pending,Nike T-Shirt,25,Clothing,1,e7609027-39e9-4d5b-a92b-c206f23ad807
David,Weiss,jacqueline56@example.net,6301.8541,964 Kenneth Crest,East Dan,Queensland,2106,Australia,26/12/2023,22:59:21,3 Burns Mew,Pending,Nike T-Shirt,25,Clothing,2,6edfc50a-7c0f-4032-997d-754be6a336b6
David,Weiss,jacqueline56@example.net,6301.8541,964 Kenneth Crest,East Dan,Queensland,2106,Australia,26/12/2023,22:17:24,Level 7 8 Brian Rosebowl,Pending,Adidas Running Shoes,70,Footwear,1,6edfc50a-7c0f-4032-997d-754be6a336b6
David,Weiss,jacqueline56@example.net,6301.8541,964 Kenneth Crest,East Dan,Queensland,2106,Australia,26/12/2023,19:53:47,50 Thomas Strand,Pending,Harry Potter Book,20,Books,2,6edfc50a-7c0f-4032-997d-754be6a336b6
David,Weiss,jacqueline56@example.net,6301.8541,964 Kenneth Crest,East Dan,Queensland,2106,Australia,26/12/2023,16:14:31,232 Miller Run,Pending,Samsung Refrigerator,1800,Home Appliances,1,6edfc50a-7c0f-4032-997d-754be6a336b6
Paul,Tran,briggsallison@example.com,+61.2.2742.8997,Flat 76 04 Neal Slope,Michaelatown,Western Australia,4044,Australia,26/12/2023,7:02:32,Unit 54 8 Philip Broadway,Pending,Levi's 501 Jeans,100,Clothing,1,66251fb3-b783-421f-abdd-4cc8e1841ed8
Paul,Tran,briggsallison@example.com,+61.2.2742.8997,Flat 76 04 Neal Slope,Michaelatown,Western Australia,4044,Australia,26/12/2023,8:02:44,88 Curtis Intersection,Pending,Adidas Running Shoes,70,Footwear,3,66251fb3-b783-421f-abdd-4cc8e1841ed8
Paul,Tran,briggsallison@example.com,+61.2.2742.8997,Flat 76 04 Neal Slope,Michaelatown,Western Australia,4044,Australia,26/12/2023,23:30:21,Flat 17 0 Johnson Underpass,Pending,iPhone 13,1200,Electronics,2,66251fb3-b783-421f-abdd-4cc8e1841ed8
Paul,Tran,briggsallison@example.com,+61.2.2742.8997,Flat 76 04 Neal Slope,Michaelatown,Western Australia,4044,Australia,26/12/2023,0:06:31,928 Calhoun Circlet,Pending,Samsung Refrigerator,1800,Home Appliances,1,66251fb3-b783-421f-abdd-4cc8e1841ed8
Jennifer,Tapia,morriszachary@example.com,-10930,477/388 Clark Quadrangle,Jeffreybury,Western Australia,2623,Australia,26/12/2023,1:38:52,Level 5 4 Pamela Reach,Pending,LG Washing Machine,800,Home Appliances,2,0e71c559-00e0-4d38-b1cc-0ca60c69d90e
Jennifer,Tapia,morriszachary@example.com,-10930,477/388 Clark Quadrangle,Jeffreybury,Western Australia,2623,Australia,26/12/2023,11:51:33,36 Heather Track,Pending,Samsung Refrigerator,1800,Home Appliances,2,0e71c559-00e0-4d38-b1cc-0ca60c69d90e
Jennifer,Tapia,morriszachary@example.com,-10930,477/388 Clark Quadrangle,Jeffreybury,Western Australia,2623,Australia,26/12/2023,12:09:49,68 Ashley Road,Pending,Levi's 501 Jeans,100,Clothing,2,0e71c559-00e0-4d38-b1cc-0ca60c69d90e
Jennifer,Tapia,morriszachary@example.com,-10930,477/388 Clark Quadrangle,Jeffreybury,Western Australia,2623,Australia,26/12/2023,9:37:45,4 Caitlin Interchange,Pending,Dell XPS 13,1500,Electronics,1,0e71c559-00e0-4d38-b1cc-0ca60c69d90e
Gene,Joseph,laurenfreeman@example.com,0455-302-937,68 Hartman Road,Smithfort,Tasmania,2617,Australia,26/12/2023,10:34:56,4 Eric Piazza,Pending,Harry Potter Book,20,Books,3,abe08b2c-bf93-4d3c-b4d2-ea533f9b5432
Gene,Joseph,laurenfreeman@example.com,0455-302-937,68 Hartman Road,Smithfort,Tasmania,2617,Australia,26/12/2023,20:25:10,685/71 John Roadway,Pending,Levi's 501 Jeans,100,Clothing,2,abe08b2c-bf93-4d3c-b4d2-ea533f9b5432
Gene,Joseph,laurenfreeman@example.com,0455-302-937,68 Hartman Road,Smithfort,Tasmania,2617,Australia,26/12/2023,17:38:12,069 Patricia Circus,Pending,LG Washing Machine,800,Home Appliances,1,abe08b2c-bf93-4d3c-b4d2-ea533f9b5432
Gene,Joseph,laurenfreeman@example.com,0455-302-937,68 Hartman Road,Smithfort,Tasmania,2617,Australia,26/12/2023,3:20:28,Suite 351 8 Jennifer Ring,Pending,Nike T-Shirt,25,Clothing,1,abe08b2c-bf93-4d3c-b4d2-ea533f9b5432
Jeffery,Ferguson,raymondhester@example.net,(02).0156.3676,803/73 Gonzales Circlet,Fitzgeraldview,Queensland,295,Australia,26/12/2023,7:05:36,522 Sarah Glade,Pending,Harry Potter Book,20,Books,1,60946e32-be06-43af-9a25-f3e22e49a226
Jeffery,Ferguson,raymondhester@example.net,(02).0156.3676,803/73 Gonzales Circlet,Fitzgeraldview,Queensland,295,Australia,26/12/2023,0:51:45,Apt. 461 7 Sylvia Riverway,Pending,Dell XPS 13,1500,Electronics,3,60946e32-be06-43af-9a25-f3e22e49a226
Melissa,Keller,thomas04@example.net,08 1712 7764,44 Jennifer Riverway,Carsonberg,Australian Capital Territory,2919,Australia,26/12/2023,10:39:34,Suite 094 26 Scott Rest,Pending,Samsung Refrigerator,1800,Home Appliances,3,f78093af-d6cf-44ab-8b32-3ced9dd474ff
